2017-05-03 19:45:04,603 [ 925933]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:45:04,603 [ 925933]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:45:04,603 [ 925933]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:45:04,604 [ 925934]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:45:04,607 [ 925937]   WARN - CPPLanguage.editor.IntentionContainer_Editor - Show 2 intentions. 
2017-05-03 19:45:51,561 [ 972891]   WARN - CPPLanguage.editor.IntentionContainer_Editor - Show 1 intentions. 
2017-05-03 19:45:58,535 [ 979865]   INFO - CPPImporter.plugin.Keep_Action - [LOG] Intention Keep for 1 nodes. 
2017-05-03 19:45:58,535 [ 979865]   INFO - CPPImporter.plugin.Keep_Action - [LOG] View of Keep Intention is default 
2017-05-03 19:45:58,536 [ 979866]   INFO - CPPImporter.plugin.Keep_Action - No automatic anti Intention, branch is not completly selected 
2017-05-03 19:45:58,536 [ 979866]   INFO - CPPImporter.plugin.Keep_Action - Update Preview 
2017-05-03 19:45:58,536 [ 979866]   INFO - CPPImporter.plugin.UpdatePreview - Initialize future model 
2017-05-03 19:45:58,536 [ 979866]   INFO - CPPImporter.plugin.UpdatePreview - Create node mapping 
2017-05-03 19:45:58,536 [ 979866]   INFO - CPPImporter.plugin.UpdatePreview - Node mapping done 
2017-05-03 19:45:58,537 [ 979867]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:45:58,538 [ 979868]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:45:58,541 [ 979871]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:45:58,542 [ 979872]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:45:58,548 [ 979878]   WARN - CPPLanguage.editor.IntentionContainer_Editor - Show 2 intentions. 
2017-05-03 19:46:30,568 [1011898]   INFO - CPPImporter.plugin.Keep_Action - [LOG] Intention Keep for 1 nodes. 
2017-05-03 19:46:30,568 [1011898]   INFO - CPPImporter.plugin.Keep_Action - [LOG] View of Keep Intention is default 
2017-05-03 19:46:30,569 [1011899]   INFO - CPPImporter.plugin.Keep_Action - No automatic anti Intention, branch is not completly selected 
2017-05-03 19:46:30,569 [1011899]   INFO - CPPImporter.plugin.Keep_Action - Update Preview 
2017-05-03 19:46:30,569 [1011899]   INFO - CPPImporter.plugin.UpdatePreview - Initialize future model 
2017-05-03 19:46:30,569 [1011899]   INFO - CPPImporter.plugin.UpdatePreview - Create node mapping 
2017-05-03 19:46:30,570 [1011900]   INFO - CPPImporter.plugin.UpdatePreview - Node mapping done 
2017-05-03 19:46:30,571 [1011901]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:46:30,571 [1011901]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:46:30,572 [1011902]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:46:30,572 [1011902]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:46:30,575 [1011905]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:46:30,575 [1011905]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:46:30,579 [1011909]   WARN - CPPLanguage.editor.IntentionContainer_Editor - Show 3 intentions. 
2017-05-03 19:47:49,488 [1090818]   INFO - CPPImporter.plugin.Keep_Action - [LOG] Intention Keep for 9 nodes. 
2017-05-03 19:47:49,488 [1090818]   INFO - CPPImporter.plugin.Keep_Action - [LOG] View of Keep Intention is default 
2017-05-03 19:47:49,490 [1090820]   INFO - CPPImporter.plugin.Keep_Action - Propose anti Intention for true branch 
2017-05-03 19:47:53,881 [1095211]   INFO - CPPImporter.plugin.Keep_Action - [LOG] Add anti intention 
2017-05-03 19:47:53,882 [1095212]   INFO - CPPImporter.plugin.Keep_Action - Update Preview 
2017-05-03 19:47:53,882 [1095212]   INFO - CPPImporter.plugin.UpdatePreview - Initialize future model 
2017-05-03 19:47:53,882 [1095212]   INFO - CPPImporter.plugin.UpdatePreview - Create node mapping 
2017-05-03 19:47:53,882 [1095212]   INFO - CPPImporter.plugin.UpdatePreview - Node mapping done 
2017-05-03 19:47:53,883 [1095213]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,887 [1095217]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,888 [1095218]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,888 [1095218]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,888 [1095218]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,889 [1095219]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,889 [1095219]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,889 [1095219]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,892 [1095222]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Remove 
2017-05-03 19:47:53,892 [1095222]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,892 [1095222]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,892 [1095222]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,892 [1095222]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,893 [1095223]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,893 [1095223]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,893 [1095223]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,893 [1095223]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,894 [1095224]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,895 [1095225]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,895 [1095225]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
